chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
04117LADMM1A;1203LADMM1A;106969;120;3;517;103_092_LT;9.00;6.00;8.50
04118LADMM1A;1203LADMM1A;106969;120;3;518;103_092_M;9.00;2.00;9.65
04119LADMM1A;1203LADMM1A;106969;120;3;519;103_092_PPI;0.00;9.65;6.00
04120LADMM1A;1203LADMM1A;106969;120;3;520;103_092_SO;3.5;2.00;6.00
04121BSGIN2A;1341BSGIN2A;106973;134;1;1168;701_092_AP;6.00;5.00;9.65
04122BSGIN2A;1341BSGIN2A;106973;134;1;1169;701_092_IB;9.00;3.00;5.00
04123BSGIN2A;1341BSGIN2A;106973;134;1;1170;701_092_LP;9.00;10.00;7.00
04124BSGIN2A;1341BSGIN2A;106973;134;1;1171;701_092_M;3.5;2.00;6.00
04125BSGIN2A;1341BSGIN2A;106973;134;1;1172;701_092_PPI;1.00;6.00;6.00
04126BMATM1A;1231BMATM1A;106983;123;1;1241;1261241INT;8.00;1.00;3.00
04127LCCPM1A;1212LCCPM1A;106994;121;2;629;202_092_AP;5.25;4.75;9.65
04128LCCPM1A;1212LCCPM1A;106994;121;2;630;202_092_FCC;6.00;2.00;10.00
04129LCCPM1A;1212LCCPM1A;106994;121;2;631;202_092_LP;4.00;9.65;2.00
04130LCCPM1A;1212LCCPM1A;106994;121;2;632;202_092_MC;2.00;2.00;1.00
04131LCCPM1A;1212LCCPM1A;106994;121;2;633;202_092_PPI;8.00;10.00;4.75
04132BADMN2B;1204BADMN2B;107001;120;4;521;104_081_ADF;7.5;2.00;10.00
04133BADMN2B;1204BADMN2B;107001;120;4;522;104_081_CO;4.00;7.00;6.00
04134BADMN2B;1204BADMN2B;107001;120;4;523;104_081_DEM;1.00;1.00;8.50
04135BADMN2B;1204BADMN2B;107001;120;4;524;104_081_E;4.00;3.00;7.00
04136BADMN2B;1204BADMN2B;107001;120;4;525;104_081_M;1.00;8.5;4.75
04137BADMN2B;1204BADMN2B;107001;120;4;526;104_081_PPIN;7.5;10.00;7.00
04138BADMM1A;1202BADMM1A;107002;120;2;505;102_092_CG;0.00;5.00;7.00
04139BADMM1A;1202BADMM1A;107002;120;2;506;102_092_LP;3.5;5.00;8.50
04140BADMM1A;1202BADMM1A;107002;120;2;507;102_092_M;6.00;5.00;5.00
04141BADMM1A;1202BADMM1A;107002;120;2;508;102_092_PPI;7.5;7.00;6.00
04142BADMM1A;1202BADMM1A;107002;120;2;509;102_092_TGA;3.5;7.00;2.00
04143LSIDN1A;1351LSIDN1A;107004;135;1;1168;701_092_AP;7.5;3.00;1.00
04144LSIDN1A;1351LSIDN1A;107004;135;1;1169;701_092_IB;7.5;3.00;3.00
04145LSIDN1A;1351LSIDN1A;107004;135;1;1170;701_092_LP;3.5;8.5;4.75
04146LSIDN1A;1351LSIDN1A;107004;135;1;1171;701_092_M;1.00;4.75;0.50
04147LSIDN1A;1351LSIDN1A;107004;135;1;1172;701_092_PPI;4.00;10.00;9.65
04148BREDN1A;1321BREDN1A;107012;132;1;1069;821A_101_FCD;7.5;8.5;7.00
04149BREDN1A;1321BREDN1A;107012;132;1;1070;821A_101_IA;3.5;7.00;0.50
04150BREDN1A;1321BREDN1A;107012;132;1;1071;821A_101_LP;10.00;9.65;0.50
04151BREDN1A;1321BREDN1A;107012;132;1;1072;821A_101_MQ;2.00;4.75;8.50
04152BREDN1A;1321BREDN1A;107012;132;1;1073;821A_101_PPI;9.00;2.00;7.00
04153LSISN2A;1254LSISN2A;107030;125;4;1184;704_092_BD;7.5;9.65;10.00
04154LSISN2A;1254LSISN2A;107030;125;4;1190;704_092_ES;7.5;5.00;10.00
04155LSISN2A;1254LSISN2A;107030;125;4;1186;704_092_E;1.00;2.00;1.00
04156LSISN2A;1254LSISN2A;107030;125;4;1187;704_092_MPN;0.00;10.00;9.65
04157LSISN2A;1254LSISN2A;107030;125;4;1188;704_092_PPI;4.00;7.00;3.00
04158LSISN2A;1254LSISN2A;107030;125;4;1189;704_092_TP;4.00;6.00;10.00
04159BPEDN2A;1247BPEDN2A;107036;124;7;1058;507_081_APMD;6.00;8.5;7.00
04160BPEDN2A;1247BPEDN2A;107036;124;7;1059;507_081_FI;10.00;6.00;8.50
04161BPEDN2A;1247BPEDN2A;107036;124;7;1060;507_081_MA;8.00;7.00;5.00
04162BPEDN2A;1247BPEDN2A;107036;124;7;1061;507_081_MEH;0.00;8.5;4.75
04163BPEDN2A;1247BPEDN2A;107036;124;7;1062;507_081_TCC;5.25;1.00;0.50
04164BPEDN2A;1247BPEDN2A;107036;124;7;1063;507_081_PPI;8.00;1.00;8.50
04165LCCPM1A;1212LCCPM1A;107039;121;2;629;202_092_AP;8.00;6.00;1.00
04166LCCPM1A;1212LCCPM1A;107039;121;2;630;202_092_FCC;10.00;9.65;3.00
04167LCCPM1A;1212LCCPM1A;107039;121;2;631;202_092_LP;5.25;6.00;6.00
04168LCCPM1A;1212LCCPM1A;107039;121;2;632;202_092_MC;4.00;9.65;4.75
04169LCCPM1A;1212LCCPM1A;107039;121;2;633;202_092_PPI;7.5;2.00;8.50
04170LMATM1A;1231LMATM1A;107040;123;1;1236;1261236GEV;3.5;10.00;8.50
04171BPEDN1A;1247BPEDN1A;107042;124;7;1058;507_081_APMD;9.00;4.75;10.00
04172BPEDN1A;1247BPEDN1A;107042;124;7;1059;507_081_FI;8.00;10.00;8.50
04173BPEDN1A;1247BPEDN1A;107042;124;7;1060;507_081_MA;3.5;6.00;8.50
04174BPEDN1A;1247BPEDN1A;107042;124;7;1061;507_081_MEH;4.00;9.65;9.65
04175BPEDN1A;1247BPEDN1A;107042;124;7;1062;507_081_TCC;5.25;5.00;1.00
04176BPEDN1A;1247BPEDN1A;107042;124;7;1063;507_081_PPI;1.00;5.00;1.00
04177LICCN1A;1301LICCN1A;107044;130;1;1168;701_092_AP;0.00;4.75;10.00
04178LICCN1A;1301LICCN1A;107044;130;1;1169;701_092_IB;5.25;2.00;1.00
04179LICCN1A;1301LICCN1A;107044;130;1;1170;701_092_LP;3.5;8.5;2.00
04180LICCN1A;1301LICCN1A;107044;130;1;1171;701_092_M;10.00;10.00;9.65
04181LICCN1A;1301LICCN1A;107044;130;1;1172;701_092_PPI;10.00;4.75;8.50
04182LCCTN2A;1224LCCTN2A;107047;122;4;676;304_081_CPO;7.5;1.00;6.00
04183LCCTN2A;1224LCCTN2A;107047;122;4;677;304_081_E;1.00;9.65;10.00
04184LCCTN2A;1224LCCTN2A;107047;122;4;678;304_081_FE;1.00;10.00;9.65
04185LCCTN2A;1224LCCTN2A;107047;122;4;679;304_081_LT;6.00;2.00;6.00
04186LCCTN2A;1224LCCTN2A;107047;122;4;680;304_081_PPI;0.00;7.00;3.00
04187LCCTN2A;1224LCCTN2A;107047;122;4;681;304_081_PO;2.00;8.5;7.00
04188LREDN2A;1322LREDN2A;107072;132;2;1079;821B_092_101_CR;4.00;4.75;7.00
04189LREDN2A;1322LREDN2A;107072;132;2;1080;821B_092_101_FIE;9.00;9.65;1.00
04190LREDN2A;1322LREDN2A;107072;132;2;1081;821B_092_101_FSO;9.00;2.00;7.00
04191LREDN2A;1322LREDN2A;107072;132;2;1082;821B_092_101_ICSO;4.00;2.00;9.65
04192LREDN2A;1322LREDN2A;107072;132;2;1083;821B_092_101_PPI;2.00;8.5;4.75
04193BMATN1A;1234BMATN1A;107074;123;4;1226;1261226ES2;2.00;5.00;2.00
04194BMATN1A;1231BMATN1A;107080;123;1;1225;1261225ES1;4.00;9.65;8.50
04195LCCTN1A;1224LCCTN1A;107085;122;4;676;304_081_CPO;2.00;4.75;5.00
04196LCCTN1A;1224LCCTN1A;107085;122;4;677;304_081_E;0.00;5.00;3.00
04197LCCTN1A;1224LCCTN1A;107085;122;4;678;304_081_FE;7.5;9.65;4.75
04198LCCTN1A;1224LCCTN1A;107085;122;4;679;304_081_LT;8.00;10.00;2.00
04199LCCTN1A;1224LCCTN1A;107085;122;4;680;304_081_PPI;3.5;6.00;7.00
04200LCCTN1A;1224LCCTN1A;107085;122;4;681;304_081_PO;2.00;10.00;0.50
04201BSGIN2A;1341BSGIN2A;107086;134;1;1168;701_092_AP;10.00;4.75;7.00
04202BSGIN2A;1341BSGIN2A;107086;134;1;1169;701_092_IB;6.00;4.75;10.00
04203BSGIN2A;1341BSGIN2A;107086;134;1;1170;701_092_LP;5.25;4.75;8.50
04204BSGIN2A;1341BSGIN2A;107086;134;1;1171;701_092_M;9.00;4.75;9.65
04205BSGIN2A;1341BSGIN2A;107086;134;1;1172;701_092_PPI;3.5;4.75;4.75
04206BADMN2B;1204BADMN2B;107095;120;4;521;104_081_ADF;2.00;3.00;3.00
04207BADMN2B;1204BADMN2B;107095;120;4;522;104_081_CO;7.5;8.5;3.00
04208BADMN2B;1204BADMN2B;107095;120;4;523;104_081_DEM;5.25;2.00;3.00
04209BADMN2B;1204BADMN2B;107095;120;4;524;104_081_E;10.00;4.75;9.65
04210BADMN2B;1204BADMN2B;107095;120;4;525;104_081_M;4.00;3.00;5.00
04211BADMN2B;1204BADMN2B;107095;120;4;526;104_081_PPIN;3.5;6.00;2.00
04212LPEDN2A;1242LPEDN2A;107096;124;2;1019;502_092_FE;10.00;3.00;1.00
04213LPEDN2A;1242LPEDN2A;107096;124;2;1020;502_092_LP;1.00;9.65;8.50
04214LPEDN2A;1242LPEDN2A;107096;124;2;1021;502_092_PEN;10.00;3.00;8.50
04215LPEDN2A;1242LPEDN2A;107096;124;2;1022;502_092_PPI;0.00;7.00;3.00
04216LPEDN2A;1242LPEDN2A;107096;124;2;1023;502_092_PE;8.00;2.00;6.00
04217LPEDN2A;1242LPEDN2A;107096;124;2;1024;502_092_TE;3.5;2.00;3.00
04218BMATM2A;1238BMATM2A;107124;123;8;1240;1261240INE;3.5;4.75;4.75
04219LADMM1A;1206LADMM1A;107130;120;6;532;106_081_FC;9.00;4.75;9.65
04220LADMM1A;1206LADMM1A;107130;120;6;538;106_081_GPE;2.00;4.75;0.50
04221LADMM1A;1206LADMM1A;107130;120;6;534;106_081_LE;9.00;10.00;7.00
04222LADMM1A;1206LADMM1A;107130;120;6;535;106_081_M;4.00;5.00;9.65
04223LADMM1A;1206LADMM1A;107130;120;6;536;106_081_MF;10.00;3.00;3.00
04224LADMM1A;1206LADMM1A;107130;120;6;539;106_081_PPIN;3.5;6.00;8.50
04225LMATM2A;1231LMATM2A;107139;123;1;1231;1261231FDV;2.00;2.00;8.50
04226LCCPM1A;1213LCCPM1A;107145;121;3;634;203_092_E;10.00;9.65;6.00
04227LCCPM1A;1213LCCPM1A;107145;121;3;635;203_092_ED;3.5;7.00;9.65
04228LCCPM1A;1213LCCPM1A;107145;121;3;636;203_092_LP;7.5;5.00;8.50
04229LCCPM1A;1213LCCPM1A;107145;121;3;637;203_092_MC;1.00;6.00;4.75
04230LCCPM1A;1213LCCPM1A;107145;121;3;638;203_092_PPI;5.25;8.5;9.65
04231LPEDN2A;1245LPEDN2A;107146;124;5;1042;505_081_CM;9.00;10.00;8.50
04232LPEDN2A;1245LPEDN2A;107146;124;5;1043;505_081_D;1.00;7.00;4.75
04233LPEDN2A;1245LPEDN2A;107146;124;5;1044;505_081_FP;1.00;3.00;8.50
04234LPEDN2A;1245LPEDN2A;107146;124;5;1045;505_081_FEL;9.00;2.00;1.00
04235LPEDN2A;1245LPEDN2A;107146;124;5;1046;505_081_PPI;1.00;1.00;4.75
04236BMATM1A;1233BMATM1A;107150;123;3;1242;1261242IAA;3.5;9.65;7.00
04237LCCPN1A;1212LCCPN1A;107153;121;2;629;202_092_AP;8.00;7.00;7.00
04238LCCPN1A;1212LCCPN1A;107153;121;2;630;202_092_FCC;2.00;3.00;4.75
04239LCCPN1A;1212LCCPN1A;107153;121;2;631;202_092_LP;8.00;6.00;3.00
04240LCCPN1A;1212LCCPN1A;107153;121;2;632;202_092_MC;9.00;1.00;4.75
04241LCCPN1A;1212LCCPN1A;107153;121;2;633;202_092_PPI;5.25;4.75;1.00
04242LPEDM1A;1242LPEDM1A;107157;124;2;1019;502_092_FE;3.5;6.00;2.00
04243LPEDM1A;1242LPEDM1A;107157;124;2;1020;502_092_LP;10.00;5.00;4.75
04244LPEDM1A;1242LPEDM1A;107157;124;2;1021;502_092_PEN;3.5;1.00;8.50
04245LPEDM1A;1242LPEDM1A;107157;124;2;1022;502_092_PPI;1.00;3.00;4.75
04246LPEDM1A;1242LPEDM1A;107157;124;2;1023;502_092_PE;8.00;3.00;0.50
04247LPEDM1A;1242LPEDM1A;107157;124;2;1024;502_092_TE;6.00;10.00;6.00
04248BCCTN1A;1222BCCTN1A;107159;122;2;661;302_092_CI;10.00;3.00;3.00
04249BCCTN1A;1222BCCTN1A;107159;122;2;662;302_092_FA;6.00;7.00;5.00
04250BCCTN1A;1222BCCTN1A;107159;122;2;663;302_092_LP;7.5;6.00;7.00
04251BCCTN1A;1222BCCTN1A;107159;122;2;664;302_092_MF;8.00;9.65;6.00
04252BCCTN1A;1222BCCTN1A;107159;122;2;665;302_092_PPI;6.00;1.00;8.50
04253LADMN2A;1203LADMN2A;107166;120;3;515;103_092_CO;10.00;1.00;8.50
04254LADMN2A;1203LADMN2A;107166;120;3;516;103_092_E;8.00;6.00;3.00
04255LADMN2A;1203LADMN2A;107166;120;3;517;103_092_LT;5.25;10.00;6.00
04256LADMN2A;1203LADMN2A;107166;120;3;518;103_092_M;1.00;9.65;8.50
04257LADMN2A;1203LADMN2A;107166;120;3;519;103_092_PPI;0.00;8.5;3.00
04258LADMN2A;1203LADMN2A;107166;120;3;520;103_092_SO;9.00;5.00;3.00
04259BADMN2A;1208BADMN2A;107167;120;8;547;108_081_EC;8.00;9.65;7.00
04260BADMN2A;1208BADMN2A;107167;120;8;548;108_081_FC;2.00;10.00;0.50
04261BADMN2A;1208BADMN2A;107167;120;8;554;108_081_JE;6.00;10.00;7.00
04262BADMN2A;1208BADMN2A;107167;120;8;550;108_081_M;7.5;8.5;7.00
04263BADMN2A;1208BADMN2A;107167;120;8;555;108_081_PN;2.00;6.00;2.00
04264BADMN2A;1208BADMN2A;107167;120;8;553;108_081_TCC;10.00;4.75;6.00
04265LMATN1A;1235LMATN1A;107179;123;5;1213;1261213ALG;5.25;8.5;6.00
04266BMATM1A;1231BMATM1A;107193;123;1;1241;1261241INT;2.00;4.75;6.00
04267LMATN2A;1237LMATN2A;107203;123;7;1254;1261254TRI;5.25;6.00;6.00
04268BMATN2A;1236BMATN2A;107211;123;6;1241;1261241INT;3.5;8.5;9.65
04269LADMN1A;1205LADMN1A;107228;120;5;527;105_081_EGPR;4.00;3.00;10.00
04270LADMN1A;1205LADMN1A;107228;120;5;528;105_081_GTI;10.00;3.00;5.00
04271LADMN1A;1205LADMN1A;107228;120;5;529;105_081_GP;10.00;3.00;10.00
04272LADMN1A;1205LADMN1A;107228;120;5;530;105_081_PO;4.00;6.00;10.00
04273LADMN1A;1205LADMN1A;107228;120;5;531;105_081_PPIN;2.00;1.00;6.00
04274LCCTN1A;1222LCCTN1A;107230;122;2;661;302_092_CI;9.00;9.65;7.00
04275LCCTN1A;1222LCCTN1A;107230;122;2;662;302_092_FA;5.25;5.00;0.50
04276LCCTN1A;1222LCCTN1A;107230;122;2;663;302_092_LP;7.5;1.00;4.75
04277LCCTN1A;1222LCCTN1A;107230;122;2;664;302_092_MF;2.00;8.5;1.00
04278LCCTN1A;1222LCCTN1A;107230;122;2;665;302_092_PPI;8.00;3.00;9.65
04279LMATN2A;1237LMATN2A;107232;123;7;1254;1261254TRI;10.00;2.00;10.00
04280LREDM1A;1322LREDM1A;107236;132;2;1079;821B_092_101_CR;6.00;8.5;2.00
04281LREDM1A;1322LREDM1A;107236;132;2;1080;821B_092_101_FIE;6.00;5.00;8.50
04282LREDM1A;1322LREDM1A;107236;132;2;1081;821B_092_101_FSO;1.00;3.00;3.00
04283LREDM1A;1322LREDM1A;107236;132;2;1082;821B_092_101_ICSO;7.5;5.00;5.00
04284LREDM1A;1322LREDM1A;107236;132;2;1083;821B_092_101_PPI;7.5;10.00;9.65
04285LADSN1A;1261LADSN1A;107243;126;1;1168;701_092_AP;4.00;6.00;1.00
04286LADSN1A;1261LADSN1A;107243;126;1;1169;701_092_IB;2.00;6.00;6.00
04287LADSN1A;1261LADSN1A;107243;126;1;1170;701_092_LP;4.00;8.5;3.00
04288LADSN1A;1261LADSN1A;107243;126;1;1171;701_092_M;2.00;9.65;10.00
04289LADSN1A;1261LADSN1A;107243;126;1;1172;701_092_PPI;10.00;3.00;3.00
04290LMATN2A;1231LMATN2A;107255;123;1;1245;1261245LED;4.00;5.00;9.65
04291BREDN1A;1321BREDN1A;107256;132;1;1069;821A_101_FCD;4.00;10.00;2.00
04292BREDN1A;1321BREDN1A;107256;132;1;1070;821A_101_IA;0.00;6.00;9.65
04293BREDN1A;1321BREDN1A;107256;132;1;1071;821A_101_LP;5.25;3.00;8.50
04294BREDN1A;1321BREDN1A;107256;132;1;1072;821A_101_MQ;3.5;1.00;8.50
04295BREDN1A;1321BREDN1A;107256;132;1;1073;821A_101_PPI;0.00;9.65;3.00
04296BMATM2A;1238BMATM2A;107265;123;8;1240;1261240INE;5.25;6.00;0.50
04297LCCPN1A;1216LCCPN1A;107268;121;6;650;206_092_BD;7.5;4.75;9.65
04298LCCPN1A;1216LCCPN1A;107268;121;6;651;206_092_ES;2.00;3.00;10.00
04299LCCPN1A;1216LCCPN1A;107268;121;6;652;206_092_LFA;5.25;8.5;5.00
04300LCCPN1A;1216LCCPN1A;107268;121;6;653;206_092_PP;2.00;8.5;10.00
04301LCCPN1A;1216LCCPN1A;107268;121;6;654;206_092_PPI;3.5;6.00;0.50
04302LCCPN1A;1216LCCPN1A;107268;121;6;655;206_092_SO;8.00;6.00;0.50
04303LMATM1A;1238LMATM1A;107281;123;8;1218;1261218ATC;3.5;2.00;9.65
04304BADMN2A;1201BADMN2A;107288;120;1;500;101_092_FA;1.00;9.65;1.00
04305BADMN2A;1201BADMN2A;107288;120;1;501;101_092_IB;9.00;4.75;7.00
04306BADMN2A;1201BADMN2A;107288;120;1;502;101_092_LP;1.00;2.00;8.50
04307BADMN2A;1201BADMN2A;107288;120;1;503;101_092_M;5.25;1.00;3.00
04308BADMN2A;1201BADMN2A;107288;120;1;504;101_092_PPI;6.00;4.75;9.65
04309BLIPN2A;1371BLIPN2A;107300;137;1;1168;701_092_AP;7.5;7.00;10.00
04310BLIPN2A;1371BLIPN2A;107300;137;1;1169;701_092_IB;2.00;7.00;10.00
04311BLIPN2A;1371BLIPN2A;107300;137;1;1170;701_092_LP;10.00;9.65;10.00
04312BLIPN2A;1371BLIPN2A;107300;137;1;1171;701_092_M;6.00;4.75;0.50
04313BLIPN2A;1371BLIPN2A;107300;137;1;1172;701_092_PPI;2.00;6.00;7.00
04314LPEDM2A;1242LPEDM2A;107303;124;2;1019;502_092_FE;0.00;2.00;4.75
04315LPEDM2A;1242LPEDM2A;107303;124;2;1020;502_092_LP;10.00;2.00;2.00
04316LPEDM2A;1242LPEDM2A;107303;124;2;1021;502_092_PEN;2.00;9.65;2.00
04317LPEDM2A;1242LPEDM2A;107303;124;2;1022;502_092_PPI;0.00;7.00;3.00
04318LPEDM2A;1242LPEDM2A;107303;124;2;1023;502_092_PE;1.00;2.00;8.50
04319LPEDM2A;1242LPEDM2A;107303;124;2;1024;502_092_TE;5.25;7.00;0.50
04320LBDDM2A;1272LBDDM2A;107328;127;2;589;823B_092_FBD;10.00;8.5;5.00
04321LBDDM2A;1272LBDDM2A;107328;127;2;590;823B_092_FSO;3.5;9.65;8.50
04322LBDDM2A;1272LBDDM2A;107328;127;2;591;823B_092_ICSOR;9.00;1.00;10.00
04323LBDDM2A;1272LBDDM2A;107328;127;2;592;823B_092_ICS;10.00;3.00;6.00
04324LBDDM2A;1272LBDDM2A;107328;127;2;593;823B_092_PPI;1.00;3.00;6.00
04325BPEDN2A;1247BPEDN2A;107330;124;7;1058;507_081_APMD;4.00;1.00;7.00
04326BPEDN2A;1247BPEDN2A;107330;124;7;1059;507_081_FI;6.00;9.65;5.00
04327BPEDN2A;1247BPEDN2A;107330;124;7;1060;507_081_MA;10.00;8.5;9.65
04328BPEDN2A;1247BPEDN2A;107330;124;7;1061;507_081_MEH;4.00;5.00;9.65
04329BPEDN2A;1247BPEDN2A;107330;124;7;1062;507_081_TCC;10.00;8.5;7.00
04330BPEDN2A;1247BPEDN2A;107330;124;7;1063;507_081_PPI;2.00;3.00;6.00
04331LADMN2A;1202LADMN2A;107333;120;2;505;102_092_CG;5.25;7.00;1.00
04332LADMN2A;1202LADMN2A;107333;120;2;506;102_092_LP;7.5;3.00;2.00
04333LADMN2A;1202LADMN2A;107333;120;2;507;102_092_M;0.00;3.00;10.00
04334LADMN2A;1202LADMN2A;107333;120;2;508;102_092_PPI;10.00;4.75;0.50
04335LADMN2A;1202LADMN2A;107333;120;2;509;102_092_TGA;1.00;9.65;7.00
04336BCCTN2A;1228BCCTN2A;107337;122;8;697;308_081_A;10.00;6.00;2.00
04337BCCTN2A;1228BCCTN2A;107337;122;8;698;308_081_CS;3.5;6.00;2.00
04338BCCTN2A;1228BCCTN2A;107337;122;8;699;308_081_C;5.25;6.00;7.00
04339BCCTN2A;1228BCCTN2A;107337;122;8;700;308_081_PC;9.00;3.00;10.00
04340BCCTN2A;1228BCCTN2A;107337;122;8;701;308_081_TCC;2.00;9.65;1.00
04341LADMN1A;1203LADMN1A;107343;120;3;515;103_092_CO;6.00;3.00;5.00
04342LADMN1A;1203LADMN1A;107343;120;3;516;103_092_E;4.00;6.00;5.00
04343LADMN1A;1203LADMN1A;107343;120;3;517;103_092_LT;1.00;9.65;10.00
04344LADMN1A;1203LADMN1A;107343;120;3;518;103_092_M;1.00;9.65;4.75
04345LADMN1A;1203LADMN1A;107343;120;3;519;103_092_PPI;8.00;7.00;8.50
04346LADMN1A;1203LADMN1A;107343;120;3;520;103_092_SO;6.00;10.00;9.65
04347BCCTN1A;1222BCCTN1A;107357;122;2;661;302_092_CI;2.00;4.75;6.00
04348BCCTN1A;1222BCCTN1A;107357;122;2;662;302_092_FA;4.00;8.5;5.00
04349BCCTN1A;1222BCCTN1A;107357;122;2;663;302_092_LP;7.5;7.00;2.00
04350BCCTN1A;1222BCCTN1A;107357;122;2;664;302_092_MF;9.00;4.75;2.00
04351BCCTN1A;1222BCCTN1A;107357;122;2;665;302_092_PPI;6.00;4.75;0.50
04352LSISN2A;1256LSISN2A;107359;125;6;1196;706_092_FC;4.00;1.00;8.50
04353LSISN2A;1256LSISN2A;107359;125;6;1197;706_092_FE;4.00;7.00;4.75
04354LSISN2A;1256LSISN2A;107359;125;6;1198;706_092_PPI;0.00;3.00;6.00
04355LSISN2A;1256LSISN2A;107359;125;6;1199;706_092_RCO;0.00;5.00;6.00
04356LSISN2A;1256LSISN2A;107359;125;6;1200;706_092_SOP;2.00;6.00;8.50
04357LSISN2A;1256LSISN2A;107359;125;6;1201;706_092_USI;4.00;5.00;7.00
04358LMATN1A;1234LMATN1A;107360;123;4;1253;1261253TNE;2.00;1.00;0.50
04359BREDN1A;1322BREDN1A;107368;132;2;1079;821B_092_101_CR;3.5;8.5;9.65
04360BREDN1A;1322BREDN1A;107368;132;2;1080;821B_092_101_FIE;9.00;10.00;7.00
04361BREDN1A;1322BREDN1A;107368;132;2;1081;821B_092_101_FSO;0.00;5.00;2.00
04362BREDN1A;1322BREDN1A;107368;132;2;1082;821B_092_101_ICSO;2.00;3.00;0.50
04363BREDN1A;1322BREDN1A;107368;132;2;1083;821B_092_101_PPI;4.00;9.65;3.00
04364BMATM1A;1232BMATM1A;107373;123;2;1254;1261254TRI;4.00;1.00;2.00
04365BADMN1A;1201BADMN1A;107376;120;1;500;101_092_FA;4.00;7.00;10.00
04366BADMN1A;1201BADMN1A;107376;120;1;501;101_092_IB;9.00;9.65;2.00
04367BADMN1A;1201BADMN1A;107376;120;1;502;101_092_LP;8.00;4.75;2.00
04368BADMN1A;1201BADMN1A;107376;120;1;503;101_092_M;10.00;8.5;5.00
04369BADMN1A;1201BADMN1A;107376;120;1;504;101_092_PPI;10.00;8.5;7.00
04370LPEDN1A;1244LPEDN1A;107383;124;4;1037;504_081_CP;3.5;4.75;1.00
04371LPEDN1A;1244LPEDN1A;107383;124;4;1038;504_081_EJA;7.5;9.65;10.00
04372LPEDN1A;1244LPEDN1A;107383;124;4;1039;504_081_EFEB;8.00;1.00;5.00
04373LPEDN1A;1244LPEDN1A;107383;124;4;1040;504_081_GE;5.25;8.5;0.50
04374LPEDN1A;1244LPEDN1A;107383;124;4;1041;504_081_PPI;0.00;1.00;5.00
04375BMATM1A;1231BMATM1A;107385;123;1;1241;1261241INT;2.00;9.65;8.50
04376LADMN1A;1204LADMN1A;107397;120;4;521;104_081_ADF;5.25;2.00;8.50
04377LADMN1A;1204LADMN1A;107397;120;4;522;104_081_CO;6.00;6.00;2.00
04378LADMN1A;1204LADMN1A;107397;120;4;523;104_081_DEM;7.5;3.00;1.00
04379LADMN1A;1204LADMN1A;107397;120;4;524;104_081_E;9.00;7.00;1.00
04380LADMN1A;1204LADMN1A;107397;120;4;525;104_081_M;9.00;6.00;4.75
04381LADMN1A;1204LADMN1A;107397;120;4;526;104_081_PPIN;1.00;7.00;1.00
04382LADMN1A;1201LADMN1A;107398;120;1;500;101_092_FA;1.00;1.00;1.00
04383LADMN1A;1201LADMN1A;107398;120;1;501;101_092_IB;2.00;1.00;10.00
04384LADMN1A;1201LADMN1A;107398;120;1;502;101_092_LP;2.00;5.00;10.00
04385LADMN1A;1201LADMN1A;107398;120;1;503;101_092_M;9.00;7.00;4.75
04386LADMN1A;1201LADMN1A;107398;120;1;504;101_092_PPI;6.00;5.00;3.00
04387LREDN2A;1324LREDN2A;107411;132;4;1088;821D_092_PPI;10.00;6.00;3.00
04388LREDN2A;1324LREDN2A;107411;132;4;1089;821D_092_SIER;8.00;7.00;6.00
04389LREDN2A;1324LREDN2A;107411;132;4;1090;821D_092_TGMAD;1.00;2.00;10.00
04390LREDN2A;1324LREDN2A;107411;132;4;1091;821D_092_TRGIE;6.00;6.00;3.00
04391LMATM2A;1231LMATM2A;107421;123;1;1231;1261231FDV;0.00;8.5;9.65
04392LSISN2A;1258LSISN2A;107425;125;8;1207;708_081_ELTI;4.00;9.65;3.00
04393LSISN2A;1258LSISN2A;107425;125;8;1208;708_081_GTI;10.00;6.00;8.50
04394LSISN2A;1258LSISN2A;107425;125;8;1209;708_081_IE;6.00;6.00;7.00
04395LSISN2A;1258LSISN2A;107425;125;8;1210;708_081_PN;5.25;10.00;0.50
04396LSISN2A;1258LSISN2A;107425;125;8;1211;708_081_STI;5.25;4.75;4.75
04397LSISN2A;1258LSISN2A;107425;125;8;1212;708_081_TCC;2.00;7.00;1.00
04398LREDN2A;1322LREDN2A;107429;132;2;1079;821B_092_101_CR;9.00;6.00;2.00
04399LREDN2A;1322LREDN2A;107429;132;2;1080;821B_092_101_FIE;10.00;9.65;10.00
04400LREDN2A;1322LREDN2A;107429;132;2;1081;821B_092_101_FSO;8.00;1.00;7.00
04401LREDN2A;1322LREDN2A;107429;132;2;1082;821B_092_101_ICSO;2.00;9.65;5.00
04402LREDN2A;1322LREDN2A;107429;132;2;1083;821B_092_101_PPI;4.00;6.00;3.00
04403BPEDN1A;1247BPEDN1A;107442;124;7;1058;507_081_APMD;9.00;4.75;6.00
04404BPEDN1A;1247BPEDN1A;107442;124;7;1059;507_081_FI;9.00;7.00;3.00
04405BPEDN1A;1247BPEDN1A;107442;124;7;1060;507_081_MA;0.00;9.65;0.50
04406BPEDN1A;1247BPEDN1A;107442;124;7;1061;507_081_MEH;4.00;4.75;2.00
